,time,stockId,stockName,title,url
156,15/09/2023 21:44,01725,香港航天科技,公告及通告 - [股東特別大會通告],/listedco/listconews/sehk/2023/0915/2023091501240_c.pdf
157,15/09/2023 21:43,01821,ESR,公告及通告 - [發行可轉換證券 / 根據一般性授權發行股份],/listedco/listconews/sehk/2023/0915/2023091501238_c.pdf
158,15/09/2023 21:39,01725,香港航天科技,通函 - [發行可轉換證券 / 發行股份],/listedco/listconews/sehk/2023/0915/2023091501236_c.pdf
159,15/09/2023 21:38,00811,新華文軒,公告及通告 - [海外監管公告-其他],/listedco/listconews/sehk/2023/0915/2023091501233_c.pdf
160,15/09/2023 21:36,01189,大灣區聚變力量,公告及通告 - [更改公司網址],/listedco/listconews/sehk/2023/0915/2023091501232_c.pdf
161,15/09/2023 21:35,03759,康龍化成,公告及通告 - [海外監管公告-其他],/listedco/listconews/sehk/2023/0915/2023091501229_c.pdf
162,15/09/2023 21:34,03768,滇池水務,公告及通告 - [須予披露的交易],/listedco/listconews/sehk/2023/0915/2023091501228_c.pdf
163,15/09/2023 21:32,00811,新華文軒,公告及通告 - [股權出現變動],/listedco/listconews/sehk/2023/0915/2023091501226_c.pdf
164,15/09/2023 21:31,01942,馬可數字科技,公告及通告 - [根據一般性授權發行股份 / 發行可轉換證券],/listedco/listconews/sehk/2023/0915/2023091501224_c.pdf
165,15/09/2023 21:28,06690,海爾智家,翌日披露報表 - [股份購回],/listedco/listconews/sehk/2023/0915/2023091501222_c.pdf
166,15/09/2023 21:23,08619,WAC HOLDINGS,公告及通告 - [更換公司秘書],/listedco/listconews/gem/2023/0915/2023091501220_c.pdf
167,15/09/2023 21:22,00840,天業節水,公告及通告 - [持續關連交易],/listedco/listconews/sehk/2023/0915/2023091501218_c.pdf
168,15/09/2023 21:17,00975,MONGOL MINING,公告及通告 - [發行債務證券 / 內幕消息],/listedco/listconews/sehk/2023/0915/2023091501216_c.pdf
169,15/09/2023 21:14,07333,ＸＩ南方滬深三百,槓桿及反向產品的交易資料,/listedco/listconews/sehk/2023/0915/2023091501214_c.xlsx
170,15/09/2023 21:13,07233,ＸＬ二南方滬深三,槓桿及反向產品的交易資料,/listedco/listconews/sehk/2023/0915/2023091501212_c.xlsx
171,15/09/2023 21:13,01725,香港航天科技,財務報表/環境、社會及管治資料 - [中期/半年度報告],/listedco/listconews/sehk/2023/0915/2023091501210_c.pdf
172,15/09/2023 21:12,07348,ＸＩ南方Ａ５０,槓桿及反向產品的交易資料,/listedco/listconews/sehk/2023/0915/2023091501208_c.xlsx
173,15/09/2023 21:12,02420,子不語,公告及通告 - [股份計劃],/listedco/listconews/sehk/2023/0915/2023091501206_c.pdf
174,15/09/2023 21:09,0336040606,遠東宏信FE HORI N2403,債券及結構性產品 - [贖回或購回 － 債務證券],/listedco/listconews/sehk/2023/0915/2023091501204_c.pdf
175,15/09/2023 21:08,0302103076,富邦富時台灣富邦台灣半導體,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501202_c.xlsx
176,15/09/2023 21:08,07248,ＸＬ二南方Ａ５０,槓桿及反向產品的交易資料,/listedco/listconews/sehk/2023/0915/2023091501200_c.xlsx
177,15/09/2023 21:07,00007,智富資源投資,公告及通告 - [董事名單和他們的地位和作用],/listedco/listconews/sehk/2023/0915/2023091501198_c.pdf
178,15/09/2023 21:07,07252,ＸＬ二南方中證券,槓桿及反向產品的交易資料,/listedco/listconews/sehk/2023/0915/2023091501196_c.xlsx
179,15/09/2023 21:06,03134,南方太陽能,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501194_c.xlsx
180,15/09/2023 21:06,03190,富邦滬深港高股息,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501192_c.xlsx
181,15/09/2023 21:05,00007,智富資源投資,公告及通告 - [更換董事或重要行政職能或職責的變更],/listedco/listconews/sehk/2023/0915/2023091501190_c.pdf
182,15/09/2023 21:05,03109,南方科創板５０,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501188_c.xlsx
183,15/09/2023 21:05,09958,力天影業,公告及通告 - [內幕消息],/listedco/listconews/sehk/2023/0915/2023091501186_c.pdf
184,15/09/2023 21:04,03070,平安香港高息股,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501184_c.xlsx
185,15/09/2023 21:04,03174,南方醫療健康,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501182_c.xlsx
186,15/09/2023 21:03,00721,中國金融國際,公告及通告 - [董事會召開日期],/listedco/listconews/sehk/2023/0915/2023091501180_c.pdf
187,15/09/2023 21:03,03003,南方明晟Ａ５０,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501178_c.xlsx
188,15/09/2023 21:03,03080,平安中國國債,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501176_c.xlsx
189,15/09/2023 21:02,03004,南方東英越南３０,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501174_c.xlsx
190,15/09/2023 21:00,045960615840116402254025040375405164057240715,ZHENROPPT SPCS正榮地產ZHENROPPT N2404ZHENROPPT N2403ZHENROPPT N2309ZHENROPPT N2502ZHENROPPT N2601ZHENROPPT N2608ZHENROPPT N2409,債券及結構性產品 - [其他 － 債務證券],/listedco/listconews/sehk/2023/0915/2023091501172_c.pdf
191,15/09/2023 20:56,01159,星光文化,憲章文件,/listedco/listconews/sehk/2023/0915/2023091501170_c.pdf
192,15/09/2023 20:55,03669,永達汽車,翌日披露報表 - [股份購回],/listedco/listconews/sehk/2023/0915/2023091501168_c.pdf
193,15/09/2023 20:52,00474,信銘生命科技,公告及通告 - [須予披露的交易],/listedco/listconews/sehk/2023/0915/2023091501166_c.pdf
194,15/09/2023 20:51,01159,星光文化,公告及通告 - [董事名單和他們的地位和作用],/listedco/listconews/sehk/2023/0915/2023091501164_c.pdf
195,15/09/2023 20:50,02839030690308803403090690908809403098398283983403,華夏Ａ５０華夏恒生生科華夏恒生科技華夏恒ＥＳＧ華夏恒生生科－Ｕ華夏恒生科技－Ｕ華夏恒ＥＳＧ－Ｕ華夏Ａ５０－Ｕ華夏Ａ５０－Ｒ華夏恒ＥＳＧ－Ｒ,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501162_c.xlsx
196,15/09/2023 20:49,01159,星光文化,公告及通告 - [股東周年大會的結果 / 修訂憲章文件 / 更換董事或重要行政職能或職責的變更 / 更換審核委員會成員 /... 更多公告及通告 - [股東周年大會的結果 / 修訂憲章文件 / 更換董事或重要行政職能或職責的變更 / 更換審核委員會成員 / 更換薪酬委員會成員]],/listedco/listconews/sehk/2023/0915/2023091501160_c.pdf
197,15/09/2023 20:47,0316183161,Ａ華夏人民幣Ａ華夏人民幣－Ｒ,交易所買賣基金的交易資料,/listedco/listconews/sehk/2023/0915/2023091501156_c.xlsx
198,15/09/2023 20:46,01341,昊天國際建投,公告及通告 - [須予披露的交易],/listedco/listconews/sehk/2023/0915/2023091501154_c.pdf
199,15/09/2023 20:42,06826,昊海生物科技,公告及通告 - [海外監管公告-企業管治相關事宜],/listedco/listconews/sehk/2023/0915/2023091501151_c.pdf
